method,postprocessed,milp_step_size,query_type,num_relations,graph_type,problem,baseline_cost,annealing_threshold,penalty_scaling,num_iterations,optimisation_time_in_ms,access_time_in_ms,cost,normalised_cost
ikkbz,n/a,n/a,steinbrunn,22,STAR,6,1832001676,n/a,n/a,n/a,0,n/a,1832001676,1.0
dpsizelinear,n/a,n/a,steinbrunn,22,STAR,6,1832001676,n/a,n/a,n/a,1922,n/a,1832001676,1.0
milp,n/a,10,steinbrunn,22,STAR,6,1832001676,n/a,n/a,n/a,243,n/a,1832001676,1.0
annealing_quadratic,True,n/a,steinbrunn,22,STAR,6,1832001676,5.11,2,1000000,245.0,645.0,1832295552,1.0001604125170025
ikkbz,n/a,n/a,steinbrunn,22,STAR,7,6748,n/a,n/a,n/a,0,n/a,6748,1.0
dpsizelinear,n/a,n/a,steinbrunn,22,STAR,7,6748,n/a,n/a,n/a,2096,n/a,6748,1.0
milp,n/a,10,steinbrunn,22,STAR,7,6748,n/a,n/a,n/a,859,n/a,6766,1.0026674570243035
annealing_quadratic,False,n/a,steinbrunn,22,STAR,7,6748,0,2,1000000,215.0,547.0,7034,1.0423829282750445
ikkbz,n/a,n/a,steinbrunn,22,STAR,8,1468946518,n/a,n/a,n/a,0,n/a,1468946518,1.0
dpsizelinear,n/a,n/a,steinbrunn,22,STAR,8,1468946518,n/a,n/a,n/a,3161,n/a,1468946518,1.0
milp,n/a,2,steinbrunn,22,STAR,8,1468946518,n/a,n/a,n/a,321,n/a,1468946518,1.0
annealing_quadratic,False,n/a,steinbrunn,22,STAR,8,1468946518,0,2,1000000,215.0,557.0,1468947268,1.0000005105699838
ikkbz,n/a,n/a,steinbrunn,22,STAR,9,5183463880635541504,n/a,n/a,n/a,0,n/a,5183463880635816960,1.000000000000053
dpsizelinear,n/a,n/a,steinbrunn,22,STAR,9,5183463880635541504,n/a,n/a,n/a,2326,n/a,5183463880635541504,1.0
milp,n/a,100,steinbrunn,22,STAR,9,5183463880635541504,n/a,n/a,n/a,4818,n/a,5183463880637773824,1.0000000000004308
annealing_quadratic,False,n/a,steinbrunn,22,STAR,9,5183463880635541504,0,2,1000000,215.0,550.0,5183463880635541504,1.0
ikkbz,n/a,n/a,steinbrunn,26,STAR,0,76125618131065666273280,n/a,n/a,n/a,0,n/a,76125618131065666273280,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,0,76125618131065666273280,n/a,n/a,n/a,44873,n/a,76125618131065666273280,1.0
milp,n/a,n/a,steinbrunn,26,STAR,0,76125618131065666273280,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,26,STAR,0,76125618131065666273280,0,2,1000000,251.0,755.0,76125618131067494989824,1.000000000000024
ikkbz,n/a,n/a,steinbrunn,26,STAR,1,10980967914989347143680,n/a,n/a,n/a,0,n/a,10980967914989349240832,1.0000000000000002
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,1,10980967914989347143680,n/a,n/a,n/a,49660,n/a,10980967914989347143680,1.0
milp,n/a,100,steinbrunn,26,STAR,1,10980967914989347143680,n/a,n/a,n/a,2118,n/a,10982448163087982788608,1.0001348012406643
annealing_quadratic,False,n/a,steinbrunn,26,STAR,1,10980967914989347143680,5.11,2,1000000,245.0,822.0,10980970399747794796544,1.0000002262786365
ikkbz,n/a,n/a,steinbrunn,26,STAR,2,998,n/a,n/a,n/a,0,n/a,998,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,2,998,n/a,n/a,n/a,46851,n/a,998,1.0
milp,n/a,2,steinbrunn,26,STAR,2,998,n/a,n/a,n/a,61171,n/a,1062,1.0641282565130261
annealing_quadratic,False,n/a,steinbrunn,26,STAR,2,998,0,2,1000000,252.0,769.0,1037,1.0390781563126252
ikkbz,n/a,n/a,steinbrunn,26,STAR,3,1280970545,n/a,n/a,n/a,0,n/a,1280970545,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,3,1280970545,n/a,n/a,n/a,45571,n/a,1280970545,1.0
milp,n/a,100,steinbrunn,26,STAR,3,1280970545,n/a,n/a,n/a,897,n/a,1280970545,1.0
annealing_quadratic,True,n/a,steinbrunn,26,STAR,3,1280970545,0,2,1000000,246.0,747.0,1280970874,1.0000002568365067
ikkbz,n/a,n/a,steinbrunn,26,STAR,4,1691320844,n/a,n/a,n/a,0,n/a,1691320844,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,4,1691320844,n/a,n/a,n/a,55667,n/a,1691320844,1.0
milp,n/a,2,steinbrunn,26,STAR,4,1691320844,n/a,n/a,n/a,399,n/a,1691320847,1.0000000017737616
annealing_quadratic,True,n/a,steinbrunn,26,STAR,4,1691320844,0.63,2,1000000,246.0,787.0,1691321477,1.0000003742637018
ikkbz,n/a,n/a,steinbrunn,26,STAR,5,1601,n/a,n/a,n/a,0,n/a,1601,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,5,1601,n/a,n/a,n/a,46868,n/a,1601,1.0
milp,n/a,10,steinbrunn,26,STAR,5,1601,n/a,n/a,n/a,1047,n/a,1671,1.0437226733291693
annealing_quadratic,False,n/a,steinbrunn,26,STAR,5,1601,0,2,1000000,245.0,761.0,1679,1.0487195502810742
ikkbz,n/a,n/a,steinbrunn,26,STAR,6,4250428190,n/a,n/a,n/a,0,n/a,4250428190,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,6,4250428190,n/a,n/a,n/a,46425,n/a,4250428190,1.0
milp,n/a,2,steinbrunn,26,STAR,6,4250428190,n/a,n/a,n/a,534,n/a,4250428190,1.0
annealing_quadratic,False,n/a,steinbrunn,26,STAR,6,4250428190,0.63,2,1000000,253.0,795.0,4250430562,1.000000558061422
ikkbz,n/a,n/a,steinbrunn,26,STAR,7,404,n/a,n/a,n/a,0,n/a,404,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,7,404,n/a,n/a,n/a,45644,n/a,404,1.0
milp,n/a,2,steinbrunn,26,STAR,7,404,n/a,n/a,n/a,60199,n/a,449,1.1113861386138615
annealing_quadratic,True,n/a,steinbrunn,26,STAR,7,404,2.55,2,1000000,252.0,879.0,412,1.0198019801980198
ikkbz,n/a,n/a,steinbrunn,26,STAR,8,52714809630,n/a,n/a,n/a,0,n/a,52714809630,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,8,52714809630,n/a,n/a,n/a,45090,n/a,52714809630,1.0
milp,n/a,2,steinbrunn,26,STAR,8,52714809630,n/a,n/a,n/a,902,n/a,52714809630,1.0
annealing_quadratic,False,n/a,steinbrunn,26,STAR,8,52714809630,0,2,1000000,246.0,763.0,52714812556,1.0000000555062234
ikkbz,n/a,n/a,steinbrunn,26,STAR,9,315205573,n/a,n/a,n/a,0,n/a,315205573,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,STAR,9,315205573,n/a,n/a,n/a,43618,n/a,315205573,1.0
milp,n/a,2,steinbrunn,26,STAR,9,315205573,n/a,n/a,n/a,826,n/a,315205573,1.0
annealing_quadratic,True,n/a,steinbrunn,26,STAR,9,315205573,0.63,2,1000000,245.0,790.0,315209000,1.000010872269698
ikkbz,n/a,n/a,steinbrunn,30,STAR,0,45386477477,n/a,n/a,n/a,0,n/a,45386477477,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,0,45386477477,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,30,STAR,0,45386477477,n/a,n/a,n/a,1477,n/a,45386477480,1.000000000066099
annealing_quadratic,False,n/a,steinbrunn,30,STAR,0,45386477477,0,2,1000000,245.0,960.0,45386484148,1.000000146982105
ikkbz,n/a,n/a,steinbrunn,30,STAR,1,1245,n/a,n/a,n/a,0,n/a,1245,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,1,1245,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,30,STAR,1,1245,n/a,n/a,n/a,60100,n/a,1250,1.0040160642570282
annealing_quadratic,False,n/a,steinbrunn,30,STAR,1,1245,0,2,1000000,244.0,965.0,1275,1.0240963855421688
ikkbz,n/a,n/a,steinbrunn,30,STAR,2,5987090588,n/a,n/a,n/a,0,n/a,5987090588,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,2,5987090588,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,30,STAR,2,5987090588,n/a,n/a,n/a,1664,n/a,5987090588,1.0
annealing_quadratic,True,n/a,steinbrunn,30,STAR,2,5987090588,2.55,2,1000000,258.0,1164.0,5987098058,1.0000012476844788
ikkbz,n/a,n/a,steinbrunn,30,STAR,3,276,n/a,n/a,n/a,0,n/a,276,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,3,276,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,30,STAR,3,276,n/a,n/a,n/a,60063,n/a,322,1.1666666666666667
annealing_quadratic,False,n/a,steinbrunn,30,STAR,3,276,0,2,1000000,253.0,991.0,303,1.0978260869565217
ikkbz,n/a,n/a,steinbrunn,30,STAR,4,32985531870712784641589248,n/a,n/a,n/a,0,n/a,32985531870712784641589248,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,4,32985531870712784641589248,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,30,STAR,4,32985531870712784641589248,n/a,n/a,n/a,4536,n/a,68756493712734457255952384,2.0844439914513555
annealing_quadratic,False,n/a,steinbrunn,30,STAR,4,32985531870712784641589248,5.11,2,1000000,259.0,1098.0,32985531870738923812552704,1.0000000000007925
ikkbz,n/a,n/a,steinbrunn,30,STAR,5,406969,n/a,n/a,n/a,0,n/a,406969,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,5,406969,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,10,steinbrunn,30,STAR,5,406969,n/a,n/a,n/a,3226,n/a,407940,1.0023859311151464
annealing_quadratic,False,n/a,steinbrunn,30,STAR,5,406969,0.63,2,1000000,246.0,1138.0,409318,1.0057719384031707
ikkbz,n/a,n/a,steinbrunn,30,STAR,6,193865488732256635058306749057312151830528,n/a,n/a,n/a,0,n/a,193865488732256635058306749057312151830528,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,6,193865488732256635058306749057312151830528,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,30,STAR,6,193865488732256635058306749057312151830528,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,30,STAR,6,193865488732256635058306749057312151830528,5.11,2,1000000,246.0,1274.0,193865713249032001447104253295281364271104,1.0000011581059467
ikkbz,n/a,n/a,steinbrunn,30,STAR,7,6651,n/a,n/a,n/a,0,n/a,6651,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,7,6651,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,10,steinbrunn,30,STAR,7,6651,n/a,n/a,n/a,60055,n/a,7153,1.075477371823786
annealing_quadratic,False,n/a,steinbrunn,30,STAR,7,6651,0,2,1000000,246.0,1094.0,6657,1.0009021199819577
ikkbz,n/a,n/a,steinbrunn,30,STAR,8,5024172048160171526483465944733842407130975856230400,n/a,n/a,n/a,0,n/a,5024172048160171526483465944733842407130975856230400,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,8,5024172048160171526483465944733842407130975856230400,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,30,STAR,8,5024172048160171526483465944733842407130975856230400,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,True,n/a,steinbrunn,30,STAR,8,5024172048160171526483465944733842407130975856230400,2.55,2,1000000,248.0,1070.0,5024172048293335580943192494255155154140451196370944,1.0000000000265046
ikkbz,n/a,n/a,steinbrunn,30,STAR,9,28663,n/a,n/a,n/a,0,n/a,28663,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,STAR,9,28663,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,30,STAR,9,28663,n/a,n/a,n/a,2993,n/a,31017,1.082126783658375
annealing_quadratic,False,n/a,steinbrunn,30,STAR,9,28663,0,2,1000000,246.0,971.0,28789,1.0043959111049088
ikkbz,n/a,n/a,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,0,n/a,2463,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,60053,n/a,2507,1.0178643930166464
annealing_quadratic,False,n/a,steinbrunn,34,STAR,0,2463,0,2,1000000,406.0,1526.0,2499,1.0146163215590742
ikkbz,n/a,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,0,n/a,9895675078609195842708740090363904,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,10,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,9643,n/a,9903117180938683544860932907728896,1.0007520560517973
annealing_quadratic,False,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,5.11,2,1000000,373.0,1742.0,9895675091313641424498199315349504,1.0000000012838381
ikkbz,n/a,n/a,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,0,n/a,26061791433380236,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,19144,n/a,26062826939205476,1.0000397327186001
annealing_quadratic,False,n/a,steinbrunn,34,STAR,2,26061791433380236,0.63,2,1000000,372.0,1592.0,26061791660434512,1.0000000087121514
ikkbz,n/a,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,n/a,n/a,n/a,0,n/a,1401517958830323817271899893011555624877382173951189952516587520,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,True,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,5.11,2,1000000,369.0,1634.0,1401518013961732006764054703500694056848613585011680862959304704,1.000000039336926
ikkbz,n/a,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,0,n/a,7067668372513340424345262771557892096,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,22056,n/a,7067668374980125225070016384674562048,1.000000000349024
annealing_quadratic,False,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,0.63,2,1000000,375.0,1590.0,7067668373251988197171697610246848512,1.0000000001045108
ikkbz,n/a,n/a,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,0,n/a,77,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,1226,n/a,193,2.5064935064935066
annealing_quadratic,False,n/a,steinbrunn,34,STAR,5,77,0.63,2,1000000,370.0,1571.0,78,1.0129870129870129
ikkbz,n/a,n/a,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,0,n/a,921747806662417648189440,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,11841,n/a,924318436329545562849280,1.0027888644253313
annealing_quadratic,False,n/a,steinbrunn,34,STAR,6,921747806662417648189440,0,2,1000000,374.0,1508.0,921747806662417648189440,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,0,n/a,137945348688288368,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,17463,n/a,137945380203906592,1.0000002284645226
annealing_quadratic,False,n/a,steinbrunn,34,STAR,7,137945348688288368,2.55,2,1000000,374.0,1643.0,137945348696195744,1.0000000000573226
ikkbz,n/a,n/a,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,0,n/a,2864416976740858986496,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,24821,n/a,3058702058967931551744,1.0678270949392747
annealing_quadratic,False,n/a,steinbrunn,34,STAR,8,2864416976740858986496,2.55,2,1000000,372.0,1657.0,2864417011963612102656,1.000000012296657
ikkbz,n/a,n/a,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,0,n/a,344286161183517184,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,27044,n/a,344286447437658048,1.0000008314424835
annealing_quadratic,True,n/a,steinbrunn,34,STAR,9,344286161183517184,5.11,2,1000000,403.0,1798.0,344286161579736832,1.0000000011508439
ikkbz,n/a,n/a,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,0,n/a,693626778647,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,4514,n/a,693626778818,1.0000000002465304
annealing_quadratic,True,n/a,steinbrunn,38,STAR,0,693626778647,0,2,1000000,376.0,2036.0,693626814445,1.0000000516098875
ikkbz,n/a,n/a,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,0,n/a,295,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,60112,n/a,305,1.0338983050847457
annealing_quadratic,False,n/a,steinbrunn,38,STAR,1,295,0,2,1000000,409.0,2230.0,302,1.023728813559322
ikkbz,n/a,n/a,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,0,n/a,1692,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,60076,n/a,1698,1.00354609929078
annealing_quadratic,True,n/a,steinbrunn,38,STAR,2,1692,0.63,2,1000000,405.0,2073.0,1698,1.00354609929078
ikkbz,n/a,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,0,n/a,239984851191412714555572224,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,10,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,12215,n/a,239987589711001175105470464,1.0000114112185619
annealing_quadratic,False,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,2.55,2,1000000,377.0,2184.0,239984851191413058152955904,1.0000000000000013
ikkbz,n/a,n/a,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,0,n/a,17104,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,15073,n/a,17188,1.004911131898971
annealing_quadratic,False,n/a,steinbrunn,38,STAR,4,17104,0.63,2,1000000,380.0,2128.0,17727,1.0364242282507017
ikkbz,n/a,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,n/a,n/a,n/a,0,n/a,20384161392880052689080242710098564603934756831232,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,5.11,2,1000000,398.0,2523.0,20384613751248213473344687506836948991278839758848,1.0000221916594674
ikkbz,n/a,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,0,n/a,21945656714825903696922859150692849811456,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,10,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,35330,n/a,26190146046394139164639937449521903042560,1.1934090825680679
annealing_quadratic,False,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,0.63,2,1000000,403.0,2548.0,21945656714825903696922859150692849811456,1.0
ikkbz,n/a,n/a,steinbrunn,38,STAR,7,17786264779291,n/a,n/a,n/a,0,n/a,17786264779367,1.000000000004273
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,7,17786264779291,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,38,STAR,7,17786264779291,n/a,n/a,n/a,1890,n/a,17786264779291,1.0
annealing_quadratic,True,n/a,steinbrunn,38,STAR,7,17786264779291,2.55,2,1000000,390.0,2185.0,17786270737707,1.0000003350009725
ikkbz,n/a,n/a,steinbrunn,38,STAR,8,16747129,n/a,n/a,n/a,0,n/a,16747129,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,8,16747129,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,38,STAR,8,16747129,n/a,n/a,n/a,1656,n/a,16747129,1.0
annealing_quadratic,True,n/a,steinbrunn,38,STAR,8,16747129,0.63,2,1000000,379.0,2225.0,16747594,1.000027765953197
ikkbz,n/a,n/a,steinbrunn,38,STAR,9,738,n/a,n/a,n/a,0,n/a,738,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,9,738,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,38,STAR,9,738,n/a,n/a,n/a,547,n/a,738,1.0
annealing_quadratic,False,n/a,steinbrunn,38,STAR,9,738,0.63,2,1000000,375.0,2079.0,752,1.018970189701897
ikkbz,n/a,n/a,steinbrunn,42,STAR,0,6992714818567013519128371658752,n/a,n/a,n/a,0,n/a,6992714818567013519128371658752,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,0,6992714818567013519128371658752,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,10,steinbrunn,42,STAR,0,6992714818567013519128371658752,n/a,n/a,n/a,14845,n/a,7013604986850900031886170521600,1.0029874188817796
annealing_quadratic,False,n/a,steinbrunn,42,STAR,0,6992714818567013519128371658752,0,2,1000000,404.0,2561.0,6992715114064856270827232952320,1.0000000422579571
ikkbz,n/a,n/a,steinbrunn,42,STAR,1,8878289843372105728,n/a,n/a,n/a,0,n/a,8878289843372105728,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,1,8878289843372105728,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,42,STAR,1,8878289843372105728,n/a,n/a,n/a,47316,n/a,8878480348074031104,1.0000214573645698
annealing_quadratic,False,n/a,steinbrunn,42,STAR,1,8878289843372105728,0,2,1000000,406.0,2725.0,8878289843748696064,1.000000000042417
ikkbz,n/a,n/a,steinbrunn,42,STAR,2,2025411400954439026760124432470046582767616,n/a,n/a,n/a,0,n/a,2025411400954439026760124432470046582767616,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,2,2025411400954439026760124432470046582767616,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,42,STAR,2,2025411400954439026760124432470046582767616,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,True,n/a,steinbrunn,42,STAR,2,2025411400954439026760124432470046582767616,2.55,2,1000000,371.0,2844.0,2025411401040801437720790416587834186006528,1.0000000000426394
ikkbz,n/a,n/a,steinbrunn,42,STAR,3,48126544583034611425132064396118503399784465305908309248384268500992,n/a,n/a,n/a,0,n/a,48126544583034611425132064396118503399784465305908309248384268500992,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,3,48126544583034611425132064396118503399784465305908309248384268500992,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,42,STAR,3,48126544583034611425132064396118503399784465305908309248384268500992,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,42,STAR,3,48126544583034611425132064396118503399784465305908309248384268500992,5.11,2,1000000,405.0,3444.0,48135915883930921151871417871122519353044062254651450586897332568064,1.0001947220806626
ikkbz,n/a,n/a,steinbrunn,42,STAR,4,2351,n/a,n/a,n/a,0,n/a,2351,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,4,2351,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,42,STAR,4,2351,n/a,n/a,n/a,60111,n/a,2372,1.0089323692045937
annealing_quadratic,True,n/a,steinbrunn,42,STAR,4,2351,5.11,2,1000000,401.0,2994.0,2404,1.0225435984687368
ikkbz,n/a,n/a,steinbrunn,42,STAR,5,367168644,n/a,n/a,n/a,0,n/a,367168644,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,5,367168644,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,42,STAR,5,367168644,n/a,n/a,n/a,2958,n/a,367168989,1.00000093962272
annealing_quadratic,True,n/a,steinbrunn,42,STAR,5,367168644,2.55,2,1000000,382.0,2846.0,367176759,1.0000221015605026
ikkbz,n/a,n/a,steinbrunn,42,STAR,6,145,n/a,n/a,n/a,0,n/a,145,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,6,145,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,42,STAR,6,145,n/a,n/a,n/a,60250,n/a,151,1.0413793103448277
annealing_quadratic,True,n/a,steinbrunn,42,STAR,6,145,0,2,1000000,405.0,2594.0,146,1.006896551724138
ikkbz,n/a,n/a,steinbrunn,42,STAR,7,48279,n/a,n/a,n/a,0,n/a,48279,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,7,48279,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,42,STAR,7,48279,n/a,n/a,n/a,60253,n/a,48318,1.0008078046355557
annealing_quadratic,True,n/a,steinbrunn,42,STAR,7,48279,0.63,2,1000000,396.0,2713.0,48444,1.0034176349965824
ikkbz,n/a,n/a,steinbrunn,42,STAR,8,197035,n/a,n/a,n/a,0,n/a,197035,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,8,197035,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,42,STAR,8,197035,n/a,n/a,n/a,14813,n/a,197148,1.0005735021696653
