method,postprocessed,milp_step_size,query_type,num_relations,graph_type,problem,baseline_cost,thres_config,penalty_scaling,num_iterations,optimisation_time_in_ms,cost,normalised_cost
annealing_quadratic,False,n/a,steinbrunn,30,STAR,9,28663,thres_config_12,2,1000000,6066.999982833862,28789,1.0043959111049088
annealing_quadratic,False,n/a,steinbrunn,30,STAR,9,28663,thres_config_12,2,1000000,60000,28789,1.0043959111049088
ikkbz,n/a,n/a,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,0,2463,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,60000,2463,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,60000,n/a,20
milp,n/a,2,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,106,4351,1.7665448639870076
milp,n/a,2,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,808,2466,1.0012180267965896
milp,n/a,2,steinbrunn,34,STAR,0,2463,n/a,n/a,n/a,60000,2466,1.0012180267965896
annealing_quadratic,1,n/a,steinbrunn,34,STAR,0,2463,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,34,STAR,0,2463,thres_config_12,2,1000000,1766.1281547546387,2738,1.1116524563540398
annealing_quadratic,False,n/a,steinbrunn,34,STAR,0,2463,thres_config_12,2,1000000,3110.000644683838,2724,1.1059683313032886
annealing_quadratic,True,n/a,steinbrunn,34,STAR,0,2463,thres_config_12,2,1000000,4957.017143249512,2583,1.048721071863581
annealing_quadratic,False,n/a,steinbrunn,34,STAR,0,2463,thres_config_12,2,1000000,7837.000274658203,2499,1.0146163215590742
annealing_quadratic,False,n/a,steinbrunn,34,STAR,0,2463,thres_config_12,2,1000000,60000,2499,1.0146163215590742
ikkbz,n/a,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,0,9895675078609195842708740090363904,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,60000,9895675078609195842708740090363904,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,60000,n/a,20
milp,n/a,10,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,0,n/a,20
milp,n/a,10,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,9000,9903117180938683544860932907728896,1.0007520560517973
milp,n/a,10,steinbrunn,34,STAR,1,9895675078609195842708740090363904,n/a,n/a,n/a,60000,9903117180938683544860932907728896,1.0007520560517973
annealing_quadratic,1,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,thres_config_6,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,thres_config_6,2,1000000,1969.9995193481445,9895677370497923388329134332575744,1.000000231605091
annealing_quadratic,False,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,thres_config_6,2,1000000,3835.999900817871,9895675091443980353515507972833280,1.0000000012970094
annealing_quadratic,False,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,thres_config_6,2,1000000,5390.481275558472,9895675091430251364238649639043072,1.000000001295622
annealing_quadratic,False,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,thres_config_6,2,1000000,7211.001096725464,9895675091313641424498199315349504,1.0000000012838381
annealing_quadratic,False,n/a,steinbrunn,34,STAR,1,9895675078609195842708740090363904,thres_config_6,2,1000000,60000,9895675091313641424498199315349504,1.0000000012838381
ikkbz,n/a,n/a,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,0,26061791433380236,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,60000,26061791433380236,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,60000,n/a,20
milp,n/a,2,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,16380,26062826939205476,1.0000397327186001
milp,n/a,2,steinbrunn,34,STAR,2,26061791433380236,n/a,n/a,n/a,60000,26062826939205476,1.0000397327186001
annealing_quadratic,1,n/a,steinbrunn,34,STAR,2,26061791433380236,thres_config_4,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,34,STAR,2,26061791433380236,thres_config_4,2,1000000,1880.0001049041748,26062439132798384,1.0000248524519046
annealing_quadratic,False,n/a,steinbrunn,34,STAR,2,26061791433380236,thres_config_4,2,1000000,3533.0017642974854,26062106199168616,1.0000120776727566
annealing_quadratic,False,n/a,steinbrunn,34,STAR,2,26061791433380236,thres_config_4,2,1000000,5557.0,26061812282570316,1.0000007999906735
annealing_quadratic,False,n/a,steinbrunn,34,STAR,2,26061791433380236,thres_config_4,2,1000000,10345.999179840088,26061791660434512,1.0000000087121514
annealing_quadratic,False,n/a,steinbrunn,34,STAR,2,26061791433380236,thres_config_4,2,1000000,60000,26061791660434512,1.0000000087121514
ikkbz,n/a,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,n/a,n/a,n/a,0,1401517958830323817271899893011555624877382173951189952516587520,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,n/a,n/a,n/a,60000,1401517958830323817271899893011555624877382173951189952516587520,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,n/a,n/a,n/a,60000,n/a,20
milp,n/a,100,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,n/a,n/a,n/a,60000,n/a,20
annealing_quadratic,1,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,thres_config_6,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,thres_config_6,2,1000000,1950.0157070159912,1401727426108817311326101167098855454306714499167696156994043904,1.0001494574344723
annealing_quadratic,True,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,thres_config_6,2,1000000,5170.001247406006,1401727426108816945950691834373125903385506320096941243010908160,1.000149457434472
annealing_quadratic,True,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,thres_config_6,2,1000000,10343.01672744751,1401518013961732006764054703500694056848613585011680862959304704,1.000000039336926
annealing_quadratic,True,n/a,steinbrunn,34,STAR,3,1401517958830323817271899893011555624877382173951189952516587520,thres_config_6,2,1000000,60000,1401518013961732006764054703500694056848613585011680862959304704,1.000000039336926
ikkbz,n/a,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,0,7067668372513340424345262771557892096,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,60000,7067668372513340424345262771557892096,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,60000,n/a,20
milp,n/a,2,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,18656,7067668374980125225070016384674562048,1.000000000349024
milp,n/a,2,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,n/a,n/a,n/a,60000,7067668374980125225070016384674562048,1.000000000349024
annealing_quadratic,1,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,thres_config_4,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,thres_config_4,2,1000000,1690.984977722168,7067722340123036338592333519938125824,1.0000076358435133
annealing_quadratic,False,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,thres_config_4,2,1000000,9795.984922409058,7067668373251988197171697610246848512,1.0000000001045108
annealing_quadratic,False,n/a,steinbrunn,34,STAR,4,7067668372513340424345262771557892096,thres_config_4,2,1000000,60000,7067668373251988197171697610246848512,1.0000000001045108
ikkbz,n/a,n/a,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,0,77,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,60000,77,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,60000,n/a,20
milp,n/a,100,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,52,77,1.0
milp,n/a,100,steinbrunn,34,STAR,5,77,n/a,n/a,n/a,60000,77,1.0
annealing_quadratic,1,n/a,steinbrunn,34,STAR,5,77,thres_config_4,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,34,STAR,5,77,thres_config_4,2,1000000,1799.0001640319824,78,1.0129870129870129
annealing_quadratic,False,n/a,steinbrunn,34,STAR,5,77,thres_config_4,2,1000000,60000,78,1.0129870129870129
ikkbz,n/a,n/a,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,0,921747806662417648189440,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,60000,921747806662417648189440,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,60000,n/a,20
milp,n/a,100,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,10023,924318436329545562849280,1.0027888644253313
milp,n/a,100,steinbrunn,34,STAR,6,921747806662417648189440,n/a,n/a,n/a,60000,924318436329545562849280,1.0027888644253313
annealing_quadratic,1,n/a,steinbrunn,34,STAR,6,921747806662417648189440,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,34,STAR,6,921747806662417648189440,thres_config_12,2,1000000,1542.9996910095215,921747806662418587713536,1.000000000000001
annealing_quadratic,False,n/a,steinbrunn,34,STAR,6,921747806662417648189440,thres_config_12,2,1000000,10786.014011383057,921747806662417648189440,1.0
annealing_quadratic,False,n/a,steinbrunn,34,STAR,6,921747806662417648189440,thres_config_12,2,1000000,60000,921747806662417648189440,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,0,137945348688288368,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,60000,137945348688288368,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,60000,n/a,20
milp,n/a,2,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,15036,137945380203906592,1.0000002284645226
milp,n/a,2,steinbrunn,34,STAR,7,137945348688288368,n/a,n/a,n/a,60000,137945380203906592,1.0000002284645226
annealing_quadratic,1,n/a,steinbrunn,34,STAR,7,137945348688288368,thres_config_5,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,34,STAR,7,137945348688288368,thres_config_5,2,1000000,1813.0143814086914,137945348696195744,1.0000000000573226
annealing_quadratic,False,n/a,steinbrunn,34,STAR,7,137945348688288368,thres_config_5,2,1000000,60000,137945348696195744,1.0000000000573226
ikkbz,n/a,n/a,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,0,2864416976740858986496,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,60000,2864416976740858986496,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,60000,n/a,20
milp,n/a,2,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,20110,3058702058967931551744,1.0678270949392747
milp,n/a,2,steinbrunn,34,STAR,8,2864416976740858986496,n/a,n/a,n/a,60000,3058702058967931551744,1.0678270949392747
annealing_quadratic,1,n/a,steinbrunn,34,STAR,8,2864416976740858986496,thres_config_5,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,34,STAR,8,2864416976740858986496,thres_config_5,2,1000000,2013.9838829040527,2866341730732048121856,1.0006719531432813
annealing_quadratic,False,n/a,steinbrunn,34,STAR,8,2864416976740858986496,thres_config_5,2,1000000,3549.000747680664,2864417651726904983552,1.0000002356451771
annealing_quadratic,False,n/a,steinbrunn,34,STAR,8,2864416976740858986496,thres_config_5,2,1000000,10636.016927719116,2864417011963612102656,1.000000012296657
annealing_quadratic,False,n/a,steinbrunn,34,STAR,8,2864416976740858986496,thres_config_5,2,1000000,60000,2864417011963612102656,1.000000012296657
ikkbz,n/a,n/a,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,0,344286161183517184,1.0
ikkbz,n/a,n/a,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,60000,344286161183517184,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,60000,n/a,20
milp,n/a,2,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,22118,344286447437658048,1.0000008314424835
milp,n/a,2,steinbrunn,34,STAR,9,344286161183517184,n/a,n/a,n/a,60000,344286447437658048,1.0000008314424835
annealing_quadratic,1,n/a,steinbrunn,34,STAR,9,344286161183517184,thres_config_6,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,34,STAR,9,344286161183517184,thres_config_6,2,1000000,1959.015272140503,344286161579736832,1.0000000011508439
annealing_quadratic,True,n/a,steinbrunn,34,STAR,9,344286161183517184,thres_config_6,2,1000000,60000,344286161579736832,1.0000000011508439
ikkbz,n/a,n/a,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,0,693626778647,1.0
ikkbz,n/a,n/a,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,60000,693626778647,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,60000,n/a,20
milp,n/a,100,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,53,693626778818,1.0000000002465304
milp,n/a,100,steinbrunn,38,STAR,0,693626778647,n/a,n/a,n/a,60000,693626778818,1.0000000002465304
annealing_quadratic,1,n/a,steinbrunn,38,STAR,0,693626778647,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,STAR,0,693626778647,thres_config_12,2,1000000,2322.99778175354,693627610987,1.0000011999825058
annealing_quadratic,True,n/a,steinbrunn,38,STAR,0,693626778647,thres_config_12,2,1000000,20847.985355377197,693626814445,1.0000000516098875
annealing_quadratic,True,n/a,steinbrunn,38,STAR,0,693626778647,thres_config_12,2,1000000,60000,693626814445,1.0000000516098875
ikkbz,n/a,n/a,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,0,295,1.0
ikkbz,n/a,n/a,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,60000,295,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,60000,n/a,20
milp,n/a,2,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,53,1135,3.847457627118644
milp,n/a,2,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,607,301,1.0203389830508474
milp,n/a,2,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,1013,301,1.0203389830508474
milp,n/a,2,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,2016,299,1.0135593220338983
milp,n/a,2,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,4061,299,1.0135593220338983
milp,n/a,2,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,6019,299,1.0135593220338983
milp,n/a,2,steinbrunn,38,STAR,1,295,n/a,n/a,n/a,60000,299,1.0135593220338983
annealing_quadratic,1,n/a,steinbrunn,38,STAR,1,295,thres_config_12,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,STAR,1,295,thres_config_12,2,1000000,2477.9834213256836,326,1.1050847457627118
annealing_quadratic,False,n/a,steinbrunn,38,STAR,1,295,thres_config_12,2,1000000,6199.000059127808,323,1.0949152542372882
annealing_quadratic,True,n/a,steinbrunn,38,STAR,1,295,thres_config_12,2,1000000,8409.115802764893,316,1.071186440677966
annealing_quadratic,True,n/a,steinbrunn,38,STAR,1,295,thres_config_12,2,1000000,14928.999656677246,315,1.0677966101694916
annealing_quadratic,False,n/a,steinbrunn,38,STAR,1,295,thres_config_12,2,1000000,20650.997047424316,302,1.023728813559322
annealing_quadratic,False,n/a,steinbrunn,38,STAR,1,295,thres_config_12,2,1000000,60000,302,1.023728813559322
ikkbz,n/a,n/a,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,0,1692,1.0
ikkbz,n/a,n/a,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,60000,1692,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,60000,n/a,20
milp,n/a,2,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,51,6124,3.619385342789598
milp,n/a,2,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,4003,4104,2.425531914893617
milp,n/a,2,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,6026,1711,1.0112293144208038
milp,n/a,2,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,8033,1698,1.00354609929078
milp,n/a,2,steinbrunn,38,STAR,2,1692,n/a,n/a,n/a,60000,1698,1.00354609929078
annealing_quadratic,1,n/a,steinbrunn,38,STAR,2,1692,thres_config_4,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,38,STAR,2,1692,thres_config_4,2,1000000,2096.997772216797,1753,1.0360520094562649
annealing_quadratic,True,n/a,steinbrunn,38,STAR,2,1692,thres_config_4,2,1000000,8810.985008239746,1698,1.00354609929078
annealing_quadratic,True,n/a,steinbrunn,38,STAR,2,1692,thres_config_4,2,1000000,60000,1698,1.00354609929078
ikkbz,n/a,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,0,239984851191412714555572224,1.0
ikkbz,n/a,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,60000,239984851191412714555572224,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,60000,n/a,20
milp,n/a,10,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,0,n/a,20
milp,n/a,10,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,11550,239987589711001175105470464,1.0000114112185619
milp,n/a,10,steinbrunn,38,STAR,3,239984851191412714555572224,n/a,n/a,n/a,60000,239987589711001175105470464,1.0000114112185619
annealing_quadratic,1,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,thres_config_5,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,thres_config_5,2,1000000,2891.0002117156982,239984851268719858140839936,1.0000000003221334
annealing_quadratic,True,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,thres_config_5,2,1000000,4725.998687744141,239984851191474459005419520,1.0000000000002573
annealing_quadratic,False,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,thres_config_5,2,1000000,14185.00001335144,239984851191415875651502080,1.000000000000013
annealing_quadratic,False,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,thres_config_5,2,1000000,23234.999807357788,239984851191413058152955904,1.0000000000000013
annealing_quadratic,False,n/a,steinbrunn,38,STAR,3,239984851191412714555572224,thres_config_5,2,1000000,60000,239984851191413058152955904,1.0000000000000013
ikkbz,n/a,n/a,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,0,17104,1.0
ikkbz,n/a,n/a,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,60000,17104,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,60000,n/a,20
milp,n/a,2,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,0,n/a,20
milp,n/a,2,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,52,17573,1.0274204864359213
milp,n/a,2,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,10010,17208,1.0060804490177737
milp,n/a,2,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,14485,17188,1.004911131898971
milp,n/a,2,steinbrunn,38,STAR,4,17104,n/a,n/a,n/a,60000,17188,1.004911131898971
annealing_quadratic,1,n/a,steinbrunn,38,STAR,4,17104,thres_config_4,2,1000000,0,n/a,20
annealing_quadratic,False,n/a,steinbrunn,38,STAR,4,17104,thres_config_4,2,1000000,2422.985944747925,18280,1.068755846585594
annealing_quadratic,False,n/a,steinbrunn,38,STAR,4,17104,thres_config_4,2,1000000,20319.000177383423,17727,1.0364242282507017
annealing_quadratic,False,n/a,steinbrunn,38,STAR,4,17104,thres_config_4,2,1000000,60000,17727,1.0364242282507017
ikkbz,n/a,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,n/a,n/a,n/a,0,20384161392880052689080242710098564603934756831232,1.0
ikkbz,n/a,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,n/a,n/a,n/a,60000,20384161392880052689080242710098564603934756831232,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,n/a,n/a,n/a,60000,n/a,20
milp,n/a,100,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,n/a,n/a,n/a,0,n/a,20
milp,n/a,100,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,n/a,n/a,n/a,60000,n/a,20
annealing_quadratic,1,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,thres_config_6,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,thres_config_6,2,1000000,2401.9855403900146,20384613751248623664796511758219602900488848146432,1.0000221916594876
annealing_quadratic,True,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,thres_config_6,2,1000000,11905.999549865723,20384613751248293953945994796665191213971942670336,1.0000221916594714
annealing_quadratic,True,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,thres_config_6,2,1000000,16563.016733169556,20384613751248213473344687506836948991278839758848,1.0000221916594674
annealing_quadratic,True,n/a,steinbrunn,38,STAR,5,20384161392880052689080242710098564603934756831232,thres_config_6,2,1000000,60000,20384613751248213473344687506836948991278839758848,1.0000221916594674
ikkbz,n/a,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,0,21945656714825903696922859150692849811456,1.0
ikkbz,n/a,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,60000,21945656714825903696922859150692849811456,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,60000,n/a,20
milp,n/a,10,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,0,n/a,20
milp,n/a,10,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,34516,26190146046394139164639937449521903042560,1.1934090825680679
milp,n/a,10,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,n/a,n/a,n/a,60000,26190146046394139164639937449521903042560,1.1934090825680679
annealing_quadratic,1,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,thres_config_4,2,1000000,0,n/a,20
annealing_quadratic,True,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,thres_config_4,2,1000000,2564.9986248016357,21945656714851010668344615769393147674624,1.000000000001144
annealing_quadratic,False,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,thres_config_4,2,1000000,9825.999891281128,21945656714825903696922859150692849811456,1.0
annealing_quadratic,False,n/a,steinbrunn,38,STAR,6,21945656714825903696922859150692849811456,thres_config_4,2,1000000,60000,21945656714825903696922859150692849811456,1.0
ikkbz,n/a,n/a,steinbrunn,38,STAR,7,17786264779291,n/a,n/a,n/a,0,17786264779367,1.000000000004273
ikkbz,n/a,n/a,steinbrunn,38,STAR,7,17786264779291,n/a,n/a,n/a,60000,17786264779367,1.000000000004273
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,7,17786264779291,n/a,n/a,n/a,0,n/a,20
dpsizelinear,n/a,n/a,steinbrunn,38,STAR,7,17786264779291,n/a,n/a,n/a,60000,n/a,20
milp,n/a,100,steinbrunn,38,STAR,7,17786264779291,n/a,n/a,n/a,0,n/a,20
