method,num_relations,graph_type,problem,baseline_cost,optimisation_time_in_ms,cost,normalised_cost
dpsizelinear,20,TREE,12,830519.8795961007,3,830519.8795961007,1.0000010590920865
genetic,20,TREE,12,830519.8795961007,7397,871320.418389264,1.04912761585137
ikkbz,20,TREE,12,830519.8795961007,0,830519.8795961007,1.0000010590920865
milp,20,TREE,12,830519.8795961007,1626,830519.8910814817,1.0000010729212476
minsel,20,TREE,12,830519.8795961007,0,32462738.89906344,20
simulated_annealing_quadratic,20,TREE,12,830519.8795961007,56810.23049354553,830767.66789699,1.000299412652799
digital_annealing_legacy,20,TREE,13,5909723.86225263,1459.1455039978027,5917960.359253734,1.0013938655422148
digital_annealing_quadratic,20,TREE,13,5909723.86225263,1625.3191318511963,5912826.167873438,1.000525095317232
dpsizelinear,20,TREE,13,5909723.86225263,3,5909723.86225263,1.0000001459040686
genetic,20,TREE,13,5909723.86225263,4657,5910318.535746519,1.000100772192964
ikkbz,20,TREE,13,5909723.86225263,0,5909723.86225263,1.0000001459040686
milp,20,TREE,13,5909723.86225263,9154,5912428.6555476785,1.0004578311957564
minsel,20,TREE,13,5909723.86225263,0,6010527.411445595,1.0170573834756038
simulated_annealing_quadratic,20,TREE,13,5909723.86225263,29985.43667793274,5910349.866792171,1.0001060738028114
digital_annealing_legacy,20,TREE,14,12502734.235516563,3230.1354904174805,12681959.335323438,1.0143348914984065
digital_annealing_quadratic,20,TREE,14,12502734.235516563,16516.89621925354,12669259.520145511,1.013319128451866
dpsizelinear,20,TREE,14,12502734.235516563,4,12502734.235516563,1.000000018837205
genetic,20,TREE,14,12502734.235516563,886,84123608.82383928,6.728417066526352
ikkbz,20,TREE,14,12502734.235516563,0,12502734.235516563,1.000000018837205
milp,20,TREE,14,12502734.235516563,5102,12669894.508414753,1.013369916405064
minsel,20,TREE,14,12502734.235516563,0,100530313.81309155,8.040666450481275
simulated_annealing_quadratic,20,TREE,14,12502734.235516563,10825.902462005615,12693861.50249611,1.0152868566584006
digital_annealing_legacy,20,TREE,15,3901850.3043818623,7158.377759933472,4878984.4861620385,1.2504285111324214
digital_annealing_quadratic,20,TREE,15,3901850.3043818623,531.0,3904770.4595936034,1.0007484807446734
dpsizelinear,20,TREE,15,3901850.3043818623,6,3901850.3043818637,1.0000000780096272
genetic,20,TREE,15,3901850.3043818623,14131,3903979.9752485505,1.0005458885524945
ikkbz,20,TREE,15,3901850.3043818623,0,3901850.3043818623,1.0000000780096268
milp,20,TREE,15,3901850.3043818623,3201,3903979.980582445,1.0005458899195112
minsel,20,TREE,15,3901850.3043818623,0,24005097.92671174,6.152234946682149
simulated_annealing_quadratic,20,TREE,15,3901850.3043818623,31854.482889175415,4136924.7937349277,1.0602470094275607
digital_annealing_legacy,20,TREE,16,11522565.53151343,5418.636205673218,11522570.545848478,1.000000481303293
digital_annealing_quadratic,20,TREE,16,11522565.53151343,2638.645980834961,11529658.084114185,1.0006155820439446
dpsizelinear,20,TREE,16,11522565.53151343,3,11522565.53151343,1.0000000461280478
genetic,20,TREE,16,11522565.53151343,4633,11527070.009605166,1.00039097280902
ikkbz,20,TREE,16,11522565.53151343,0,11522565.53151343,1.0000000461280478
milp,20,TREE,16,11522565.53151343,2819,11524432.73065456,1.0001620933060096
minsel,20,TREE,16,11522565.53151343,0,11522566.122922463,1.0000000974542096
simulated_annealing_quadratic,20,TREE,16,11522565.53151343,2732.731342315674,11527920.282370575,1.0004647647785518
digital_annealing_legacy,20,TREE,17,2720111.0261918856,1386.0,2720154.0250626625,1.0000158173922544
digital_annealing_quadratic,20,TREE,17,2720111.0261918856,533.3748989105225,2720139.425926676,1.000010450281873
dpsizelinear,20,TREE,17,2720111.0261918856,2,2720111.026191886,1.000000009628977
genetic,20,TREE,17,2720111.0261918856,1202,2720111.0261918856,1.0000000096289767
ikkbz,20,TREE,17,2720111.0261918856,0,2720111.026191886,1.000000009628977
milp,20,TREE,17,2720111.0261918856,7682,2730084.1703011263,1.0036664571045544
minsel,20,TREE,17,2720111.0261918856,0,15781289.25450134,5.801707817990273
simulated_annealing_quadratic,20,TREE,17,2720111.0261918856,22630.693674087524,2720111.3075511972,1.000000113065679
digital_annealing_legacy,20,TREE,18,11180798.409108669,1652.0412521362305,11180828.962481078,1.000002769255028
digital_annealing_quadratic,20,TREE,18,11180798.409108669,16571.895503997803,11180823.175430035,1.0000022516666551
dpsizelinear,20,TREE,18,11180798.409108669,2,11180798.409108669,1.0000000365902924
genetic,20,TREE,18,11180798.409108669,1765,402275760.71336156,20
ikkbz,20,TREE,18,11180798.409108669,0,11180798.409108669,1.0000000365902924
milp,20,TREE,18,11180798.409108669,12604,11181174.761748893,1.0000336972145363
minsel,20,TREE,18,11180798.409108669,0,515574282.89313805,20
simulated_annealing_quadratic,20,TREE,18,11180798.409108669,11774.310827255249,11180805.734206004,1.0000006917400712
digital_annealing_legacy,20,TREE,19,5556859.05178754,3180.250238418579,5559163.0091038,1.000414624359517
digital_annealing_quadratic,20,TREE,19,5556859.05178754,1759.0,5557120.05162593,1.0000469782706256
dpsizelinear,20,TREE,19,5556859.05178754,3,5556859.05178754,1.0000000093195707
genetic,20,TREE,19,5556859.05178754,622,10166340.29772963,1.82951201348273
ikkbz,20,TREE,19,5556859.05178754,0,5556859.05178754,1.0000000093195707
milp,20,TREE,19,5556859.05178754,1232,5556861.108130759,1.0000003793745278
minsel,20,TREE,19,5556859.05178754,0,5556874.446095453,1.0000027796450213
simulated_annealing_quadratic,20,TREE,19,5556859.05178754,49154.234409332275,5558145.378638853,1.0002314938419083
digital_annealing_legacy,20,TREE,2,65021640.715730175,7948.663835525513,65986499.976657026,1.0148390593755714
digital_annealing_quadratic,20,TREE,2,65021640.715730175,3238.019353866577,66316739.551755875,1.0199179773342517
dpsizelinear,20,TREE,2,65021640.715730175,6,65021640.715730175,1.0000000110075689
genetic,20,TREE,2,65021640.715730175,26622,77664772.37152421,1.1944449935671295
ikkbz,20,TREE,2,65021640.715730175,0,65021640.715730175,1.0000000110075689
milp,20,TREE,2,65021640.715730175,4953,68613273.1535702,1.0552375048302411
minsel,20,TREE,2,65021640.715730175,0,65743152.01455379,1.0110964905615083
simulated_annealing_quadratic,20,TREE,2,65021640.715730175,25343.06764602661,68215064.36714311,1.0491132547124788
digital_annealing_legacy,20,TREE,20,51109643.171695925,868.2502384185791,51325548.31688401,1.0042243558008028
digital_annealing_quadratic,20,TREE,20,51109643.171695925,1510.0,51111897.972284056,1.0000441202902564
dpsizelinear,20,TREE,20,51109643.171695925,2,51109643.171695925,1.0000000033593646
genetic,20,TREE,20,51109643.171695925,21045,998911830.018137,19.544488503238753
ikkbz,20,TREE,20,51109643.171695925,0,51109643.171695925,1.0000000033593646
milp,20,TREE,20,51109643.171695925,1349,51109643.171695925,1.0000000033593646
minsel,20,TREE,20,51109643.171695925,0,51109643.171695925,1.0000000033593646
simulated_annealing_quadratic,20,TREE,20,51109643.171695925,8112.686634063721,54991952.90959209,1.0759604192420615
digital_annealing_legacy,20,TREE,21,14143.872120410291,7515.414106369019,14143.908300905443,1.0000642226476308
digital_annealing_quadratic,20,TREE,21,14143.872120410291,5966.019794464111,14143.896477357554,1.0000633866476387
dpsizelinear,20,TREE,21,14143.872120410291,4,14143.872120410291,1.0000616644566422
genetic,20,TREE,21,14143.872120410291,6070,14143.872120410291,1.0000616644566422
ikkbz,20,TREE,21,14143.872120410291,0,14143.872120410291,1.0000616644566422
milp,20,TREE,21,14143.872120410291,60000,14324.869513225269,1.012859330638851
minsel,20,TREE,21,14143.872120410291,0,14143.90898847434,1.0000642712631225
simulated_annealing_quadratic,20,TREE,21,14143.872120410291,21689.66794013977,14143.919842603304,1.0000650387190344
digital_annealing_legacy,20,TREE,22,355252.93769290275,3992.415536880493,656962.5122466402,1.8492858935252727
digital_annealing_quadratic,20,TREE,22,355252.93769290275,1554.0,359105.0079676043,1.0108458445486705
dpsizelinear,20,TREE,22,355252.93769290275,8,355252.93769290275,1.0000026395147747
genetic,20,TREE,22,355252.93769290275,50646,357596.1082600934,1.0065984378978678
ikkbz,20,TREE,22,355252.93769290275,0,355252.93769290275,1.0000026395147747
milp,20,TREE,22,355252.93769290275,2970,358057.31530739175,1.0078966911020677
minsel,20,TREE,22,355252.93769290275,0,429712.5835685043,1.2095993367201432
simulated_annealing_quadratic,20,TREE,22,355252.93769290275,26855.857133865356,365348.8095434953,1.0284215417323346
digital_annealing_legacy,20,TREE,23,12478311.024981912,1893.0193176269531,12678735.833008893,1.0160618558881
digital_annealing_quadratic,20,TREE,23,12478311.024981912,13148.897172927856,12484708.34884401,1.0005126774644428
dpsizelinear,20,TREE,23,12478311.024981912,1,12478311.024981912,1.0000000020020268
genetic,20,TREE,23,12478311.024981912,1835,13599890.246646196,1.0898822963016546
ikkbz,20,TREE,23,12478311.024981912,0,12478311.024981912,1.0000000020020268
milp,20,TREE,23,12478311.024981912,6531,12493901.387534028,1.0012493988596716
minsel,20,TREE,23,12478311.024981912,0,193173167.52165022,15.480714298726024
simulated_annealing_quadratic,20,TREE,23,12478311.024981912,27092.55337715149,12492258.672675043,1.0011177532500226
digital_annealing_legacy,20,TREE,24,3773981.5525294403,4773.523571014404,3774317.7461417518,1.0000892283617093
digital_annealing_quadratic,20,TREE,24,3773981.5525294403,1099.3950328826904,3779204.953799933,1.0013842024641706
dpsizelinear,20,TREE,24,3773981.5525294403,3,3773981.5525294403,1.0000001464049342
genetic,20,TREE,24,3773981.5525294403,55662,3774266.5699502616,1.000075668094318
ikkbz,20,TREE,24,3773981.5525294403,0,3773981.5525294403,1.0000001464049342
milp,20,TREE,24,3773981.5525294403,6633,3775893.2094398974,1.0005066823176634
minsel,20,TREE,24,3773981.5525294403,0,3781601.900812519,1.0020193267566844
simulated_annealing_quadratic,20,TREE,24,3773981.5525294403,11095.251083374023,3774075.8611283675,1.0000251355606633
digital_annealing_legacy,20,TREE,25,3253766.964497467,4000.875476837158,3253767.6276470693,1.0000005002348262
digital_annealing_quadratic,20,TREE,25,3253766.964497467,1075.25,3253767.773495679,1.00000054505938
dpsizelinear,20,TREE,25,3253766.964497467,3,3253766.964497467,1.0000002964249632
genetic,20,TREE,25,3253766.964497467,5705,3253766.9890421755,1.0000003039684402
ikkbz,20,TREE,25,3253766.964497467,0,3253766.964497467,1.0000002964249632
milp,20,TREE,25,3253766.964497467,5698,3262672.359224458,1.0027372463860211
minsel,20,TREE,25,3253766.964497467,0,3257551.338339749,1.0011633714101593
simulated_annealing_quadratic,20,TREE,25,3253766.964497467,11896.17109298706,3253767.744357783,1.0000005361042505
digital_annealing_legacy,20,TREE,26,23369543.41896531,824.7912521362305,24034114.643172793,1.0284375113014745
digital_annealing_quadratic,20,TREE,26,23369543.41896531,5568.416013717651,23595787.451358717,1.0096811671224686
dpsizelinear,20,TREE,26,23369543.41896531,2,23369543.41896531,1.000000017927835
genetic,20,TREE,26,23369543.41896531,3798,371765199.2334581,15.908107370069587
ikkbz,20,TREE,26,23369543.41896531,0,23369543.41896531,1.000000017927835
milp,20,TREE,26,23369543.41896531,8287,23671548.856964193,1.0129230536071756
minsel,20,TREE,26,23369543.41896531,0,90695531.72355719,3.8809287679933315
simulated_annealing_quadratic,20,TREE,26,23369543.41896531,55145.01166343689,23512097.130093902,1.0060999964823403
digital_annealing_legacy,20,TREE,27,1255100.9559584868,6961.227317810059,2034963.4281137097,1.6213556115956576
digital_annealing_quadratic,20,TREE,27,1255100.9559584868,5326.646696090698,1255100.9559584868,1.0000007616592197
dpsizelinear,20,TREE,27,1255100.9559584868,3,1255100.9559584868,1.0000007616592197
genetic,20,TREE,27,1255100.9559584868,34776,1409519.9837066191,1.1230340082117911
ikkbz,20,TREE,27,1255100.9559584868,0,1255100.9559584868,1.0000007616592197
milp,20,TREE,27,1255100.9559584868,2236,1255140.1139899248,1.0000319607919088
minsel,20,TREE,27,1255100.9559584868,0,583156958.3968179,20
simulated_annealing_quadratic,20,TREE,27,1255100.9559584868,29180.565118789673,1255870.4558760412,1.0006138601514152
digital_annealing_legacy,20,TREE,28,637831940.2542679,2429.0636310577393,639532632.5667725,1.0026663646959613
digital_annealing_quadratic,20,TREE,28,637831940.2542679,1527.8955039978027,756356048.9504669,1.1858234144725754
dpsizelinear,20,TREE,28,637831940.2542679,2,637831940.2542679,1.000000000398644
genetic,20,TREE,28,637831940.2542679,59252,763067582.7794229,1.1963458317553413
ikkbz,20,TREE,28,637831940.2542679,0,637831940.2542679,1.000000000398644
milp,20,TREE,28,637831940.2542679,27982,641255547.5116364,1.0053675698831206
minsel,20,TREE,28,637831940.2542679,0,641187191.3918548,1.0052604003992882
simulated_annealing_quadratic,20,TREE,28,637831940.2542679,5293.308973312378,676102389.8637403,1.0600008363703772
digital_annealing_legacy,20,TREE,29,1772576.4082832201,3008.625238418579,1773765.9194476695,1.0006712938952516
digital_annealing_quadratic,20,TREE,29,1772576.4082832201,2135.0,1772576.4083483547,1.0000002303700122
dpsizelinear,20,TREE,29,1772576.4082832201,1,1772576.4082832201,1.0000002303332665
genetic,20,TREE,29,1772576.4082832201,3581,2127252.1677193833,1.2000908100523664
ikkbz,20,TREE,29,1772576.4082832201,0,1772576.4082832201,1.0000002303332665
milp,20,TREE,29,1772576.4082832201,13373,1835748.0899262,1.0356385790658342
minsel,20,TREE,29,1772576.4082832201,0,1777551.263797728,1.0028067985788638
simulated_annealing_quadratic,20,TREE,29,1772576.4082832201,27965.471029281616,1772576.4082832201,1.0000002303332665
digital_annealing_legacy,20,TREE,3,36417166.42908106,7693.625476837158,37507088.93536956,1.0299288235490252
digital_annealing_quadratic,20,TREE,3,36417166.42908106,532.0,36439304.71623074,1.0006079197988866
dpsizelinear,20,TREE,3,36417166.42908106,1,36417166.42908106,1.0000000117823846
genetic,20,TREE,3,36417166.42908106,2696,41923107.679860964,1.1511908334619163
ikkbz,20,TREE,3,36417166.42908106,0,36417166.42908106,1.0000000117823846
milp,20,TREE,3,36417166.42908106,16648,36856543.56260679,1.0120651223273878
minsel,20,TREE,3,36417166.42908106,0,53762155.870756,1.4762860973518916
simulated_annealing_quadratic,20,TREE,3,36417166.42908106,29855.77630996704,38579440.41276579,1.0593751422822357
digital_annealing_legacy,20,TREE,30,2410265921079.3057,4451.693399429321,2410265921079.306,1.000000000000127
digital_annealing_quadratic,20,TREE,30,2410265921079.3057,6894.0,2410266715026.3716,1.000000329402397
dpsizelinear,20,TREE,30,2410265921079.3057,1,2410265921079.306,1.000000000000127
genetic,20,TREE,30,2410265921079.3057,1302,2677906422374.9404,1.1110418974749998
ikkbz,20,TREE,30,2410265921079.3057,0,2410265921079.308,1.000000000000128
milp,20,TREE,30,2410265921079.3057,1748,2410265921079.3057,1.0000000000001268
minsel,20,TREE,30,2410265921079.3057,0,2410265921079.306,1.000000000000127
simulated_annealing_quadratic,20,TREE,30,2410265921079.3057,15722.508430480957,2410519478252.899,1.0001051988378882
digital_annealing_legacy,20,TREE,31,19495.392806820408,7712.646696090698,32141.137299542315,1.6486861913076336
digital_annealing_quadratic,20,TREE,31,19495.392806820408,1625.0,19495.58495988313,1.0000300056364775
dpsizelinear,20,TREE,31,19495.392806820408,1,19495.392806820408,1.0000201491059455
genetic,20,TREE,31,19495.392806820408,33414,2605791.955425522,20
ikkbz,20,TREE,31,19495.392806820408,0,19495.392806820408,1.0000201491059455
milp,20,TREE,31,19495.392806820408,4127,20673.208422022297,1.0604364412424876
minsel,20,TREE,31,19495.392806820408,0,818723.360089102,20
simulated_annealing_quadratic,20,TREE,31,19495.392806820408,21720.430612564087,19497.516946564392,1.000129107287222
digital_annealing_legacy,20,TREE,32,8118460.970494888,2036.490701675415,8206402.4497000575,1.010832405369991
digital_annealing_quadratic,20,TREE,32,8118460.970494888,579.2884273529053,8118582.3475663,1.0000150702924324
dpsizelinear,20,TREE,32,8118460.970494888,4,8118460.970494888,1.0000001195417465
genetic,20,TREE,32,8118460.970494888,29193,8118460.970494888,1.0000001195417465
ikkbz,20,TREE,32,8118460.970494888,0,8118460.970494888,1.0000001195417465
milp,20,TREE,32,8118460.970494888,1306,8118460.970941719,1.0000001195967854
minsel,20,TREE,32,8118460.970494888,0,8119116.45286568,1.0000808592843569
simulated_annealing_quadratic,20,TREE,32,8118460.970494888,25844.285488128662,8124458.7511673635,1.000738902595734
digital_annealing_legacy,20,TREE,33,2471453.374338549,7753.6461181640625,2471479.636704431,1.0000107777507528
digital_annealing_quadratic,20,TREE,33,2471453.374338549,524.0,2475405.6619035853,1.0015993271583903
dpsizelinear,20,TREE,33,2471453.374338549,4,2471453.3743385496,1.000000151464968
genetic,20,TREE,33,2471453.374338549,10960,2476421.3384343516,1.0020102904786583
ikkbz,20,TREE,33,2471453.374338549,0,2471453.374338549,1.000000151464968
milp,20,TREE,33,2471453.374338549,9872,2477228.232122343,1.0023367760270347
minsel,20,TREE,33,2471453.374338549,0,2474524.2351488457,1.0012426840198239
simulated_annealing_quadratic,20,TREE,33,2471453.374338549,25366.72353744507,2475313.8214124166,1.0015621666333192
digital_annealing_legacy,20,TREE,34,33836.3540243998,1445.0498352050781,101866.86395934617,3.010605980593042
digital_annealing_quadratic,20,TREE,34,33836.3540243998,5550.254291534424,33836.812785854694,1.0000240213339253
dpsizelinear,20,TREE,34,33836.3540243998,3,33836.3540243998,1.0000104629506974
genetic,20,TREE,34,33836.3540243998,25917,39633.35897366895,1.1713370071423617
ikkbz,20,TREE,34,33836.3540243998,0,33836.3540243998,1.0000104629506974
milp,20,TREE,34,33836.3540243998,4502,33839.46861123337,1.0001025124492662
minsel,20,TREE,34,33836.3540243998,0,793530.1065478702,20
simulated_annealing_quadratic,20,TREE,34,33836.3540243998,30624.248504638672,33840.92389799452,1.000145522461122
digital_annealing_legacy,20,TREE,35,74372688.63617665,6925.894994735718,75408906.20303154,1.0139327786973564
digital_annealing_quadratic,20,TREE,35,74372688.63617665,6169.520265579224,75536543.47816667,1.0156489634765744
dpsizelinear,20,TREE,35,74372688.63617665,10,74372688.63617665,1.0000000085539016
genetic,20,TREE,35,74372688.63617665,50365,74648828.79437628,1.0037129328225476
ikkbz,20,TREE,35,74372688.63617665,0,74372688.63617665,1.0000000085539016
milp,20,TREE,35,74372688.63617665,2304,74420797.5079513,1.000646870635512
minsel,20,TREE,35,74372688.63617665,0,74540731.41990346,1.002259477563907
simulated_annealing_quadratic,20,TREE,35,74372688.63617665,24158.916473388672,75526981.81820185,1.015520399346086
digital_annealing_legacy,20,TREE,36,3799109.3692403343,7348.040536880493,3838394.756569798,1.0103407816332193
digital_annealing_quadratic,20,TREE,36,3799109.3692403343,4979.229940414429,3803562.302198657,1.001172196480453
dpsizelinear,20,TREE,36,3799109.3692403343,2,3799109.3692403343,1.000000097191298
genetic,20,TREE,36,3799109.3692403343,5388,3799137.7505575344,1.0000075677106222
ikkbz,20,TREE,36,3799109.3692403343,0,3799109.3692403343,1.000000097191298
milp,20,TREE,36,3799109.3692403343,3066,3877878.2027868517,1.0207335990588455
minsel,20,TREE,36,3799109.3692403343,0,3878640.3719788846,1.0209342169384676
simulated_annealing_quadratic,20,TREE,36,3799109.3692403343,53587.31198310852,3803797.380930109,1.0012340738131253
digital_annealing_legacy,20,TREE,37,838201403.3749223,1319.0314769744873,838858285.3121555,1.0007836807595458
digital_annealing_quadratic,20,TREE,37,838201403.3749223,14517.634775161743,838404809.538587,1.0002426702435225
dpsizelinear,20,TREE,37,838201403.3749223,1,838201403.3749223,1.0000000004472938
genetic,20,TREE,37,838201403.3749223,16603,169373249708.53757,20
ikkbz,20,TREE,37,838201403.3749223,0,838201403.3749223,1.0000000004472938
milp,20,TREE,37,838201403.3749223,47393,838944582.8840224,1.000886636411443
minsel,20,TREE,37,838201403.3749223,0,14167200146.198343,16.901904596547595
simulated_annealing_quadratic,20,TREE,37,838201403.3749223,22152.5981426239,840939738.9182808,1.003266918795984
digital_annealing_legacy,20,TREE,38,8135204.500274695,7953.417921066284,8222838.910625014,1.010772306462753
digital_annealing_quadratic,20,TREE,38,8135204.500274695,1039.0,8136849.154931326,1.0002022266351682
dpsizelinear,20,TREE,38,8135204.500274695,2,8135204.500274695,1.00000006149504
genetic,20,TREE,38,8135204.500274695,7779,8399259.445069658,1.0324583679855672
ikkbz,20,TREE,38,8135204.500274695,0,8135204.500274695,1.00000006149504
milp,20,TREE,38,8135204.500274695,4935,8135204.500274695,1.00000006149504
minsel,20,TREE,38,8135204.500274695,0,8222092.835743259,1.0106805970376722
simulated_annealing_quadratic,20,TREE,38,8135204.500274695,18496.347188949585,8642654.810504591,1.062377146351166
digital_annealing_legacy,20,TREE,39,177947149.21887195,3090.540573120117,177947149.21887195,1.000000001229983
digital_annealing_quadratic,20,TREE,39,177947149.21887195,519.0,177947149.21887195,1.000000001229983
dpsizelinear,20,TREE,39,177947149.21887195,1,177947149.21887195,1.000000001229983
genetic,20,TREE,39,177947149.21887195,39111,20123046380.220573,20
ikkbz,20,TREE,39,177947149.21887195,0,177947149.21887195,1.000000001229983
milp,20,TREE,39,177947149.21887195,2288,177947149.21887195,1.000000001229983
minsel,20,TREE,39,177947149.21887195,0,177947149.21887195,1.000000001229983
simulated_annealing_quadratic,20,TREE,39,177947149.21887195,12192.931652069092,178024209.05265695,1.0004330502235637
digital_annealing_legacy,20,TREE,4,20300044.770903118,5382.909032821655,21054139.962671548,1.0371475038512994
digital_annealing_quadratic,20,TREE,4,20300044.770903118,776.7812385559082,20301081.46825466,1.0000511066998012
dpsizelinear,20,TREE,4,20300044.770903118,2,20300044.770903118,1.0000000379754408
genetic,20,TREE,4,20300044.770903118,11124,29953332262.1162,20
ikkbz,20,TREE,4,20300044.770903118,0,20300044.770903118,1.0000000379754408
milp,20,TREE,4,20300044.770903118,12358,20303211.33509464,1.0001560260211573
minsel,20,TREE,4,20300044.770903118,0,69873820.58659294,3.4420526668116063
simulated_annealing_quadratic,20,TREE,4,20300044.770903118,16676.069021224976,20356122.430980247,1.0027624782971034
digital_annealing_legacy,20,TREE,40,31351.340304501842,3015.267686843872,45520.70463839467,1.4519697820929052
digital_annealing_quadratic,20,TREE,40,31351.340304501842,4707.646696090698,31351.769475991026,1.0000245439058093
dpsizelinear,20,TREE,40,31351.340304501842,2,31351.340304501842,1.000010854661792
genetic,20,TREE,40,31351.340304501842,1268,31351.340304501842,1.000010854661792
ikkbz,20,TREE,40,31351.340304501842,0,31351.340304501842,1.000010854661792
milp,20,TREE,40,31351.340304501842,4919,38310.0373433505,1.221971782187187
minsel,20,TREE,40,31351.340304501842,0,63138127.39260291,20
simulated_annealing_quadratic,20,TREE,40,31351.340304501842,26020.233631134033,31356.76872657836,1.000184004547809
digital_annealing_legacy,20,TREE,41,15173674.336899837,5605.779706954956,15288888.792247027,1.0075930715426618
digital_annealing_quadratic,20,TREE,41,15173674.336899837,1621.426742553711,15213046.065070642,1.0025947614974884
dpsizelinear,20,TREE,41,15173674.336899837,6,15173674.336899837,1.000000022202918
genetic,20,TREE,41,15173674.336899837,29359,42850026.51397124,2.8239717364411043
ikkbz,20,TREE,41,15173674.336899837,0,15173674.336899837,1.000000022202918
milp,20,TREE,41,15173674.336899837,4004,15221797.268410824,1.0031714974508366
minsel,20,TREE,41,15173674.336899837,0,15366988.094976118,1.012740098078825
simulated_annealing_quadratic,20,TREE,41,15173674.336899837,27499.115228652954,15196434.686271729,1.0015000115510408
digital_annealing_legacy,20,TREE,42,3998470.89887218,6934.0,4504707.771064924,1.1266078702766118
digital_annealing_quadratic,20,TREE,42,3998470.89887218,558.2878761291504,3998963.4864778854,1.0001234188271728
dpsizelinear,20,TREE,42,3998470.89887218,1,3998470.89887218,1.0000002248040325
genetic,20,TREE,42,3998470.89887218,4263,4028259.937325709,1.0074503340842145
ikkbz,20,TREE,42,3998470.89887218,0,3998470.89887218,1.0000002248040325
milp,20,TREE,42,3998470.89887218,20443,4031209.925044701,1.0081881132144799
minsel,20,TREE,42,3998470.89887218,0,2628543580.688277,20
simulated_annealing_quadratic,20,TREE,42,3998470.89887218,27744.046688079834,4050368.504569651,1.0129795908359076
digital_annealing_legacy,20,TREE,43,11468563.492054997,7350.789821624756,12478700.499693546,1.0880788203102294
digital_annealing_quadratic,20,TREE,43,11468563.492054997,2617.3467655181885,11487343.41395969,1.0016375559832291
dpsizelinear,20,TREE,43,11468563.492054997,2,11468563.492054997,1.0000000429046776
genetic,20,TREE,43,11468563.492054997,13356,18857762.509531673,1.6443003809223242
ikkbz,20,TREE,43,11468563.492054997,0,11468563.492054999,1.0000000429046776
milp,20,TREE,43,11468563.492054997,28091,11470658.860860873,1.00018274834091
minsel,20,TREE,43,11468563.492054997,0,300218932.06678015,20
simulated_annealing_quadratic,20,TREE,43,11468563.492054997,26593.661785125732,11599079.918708054,1.0113804073542652
digital_annealing_legacy,20,TREE,44,34700446.06435894,5794.792205810547,35920921.40550654,1.0351717498243838
digital_annealing_quadratic,20,TREE,44,34700446.06435894,2457.0,34807834.84625341,1.003094739654165
dpsizelinear,20,TREE,44,34700446.06435894,3,34700446.06435894,1.0000000018547006
genetic,20,TREE,44,34700446.06435894,5753,133361678.61315271,3.8432266436331313
ikkbz,20,TREE,44,34700446.06435894,0,34700446.06435894,1.0000000018547006
milp,20,TREE,44,34700446.06435894,3893,34729206.82430909,1.0008288315461158
minsel,20,TREE,44,34700446.06435894,0,34729208.634629056,1.0008288837160495
simulated_annealing_quadratic,20,TREE,44,34700446.06435894,12356.08458518982,44623339.72054498,1.2859586796246072
digital_annealing_legacy,20,TREE,45,3524412.8512582923,5505.25,3539989.070973091,1.004419764480739
digital_annealing_quadratic,20,TREE,45,3524412.8512582923,17117.94644355774,3525058.9628849137,1.0001835661905911
dpsizelinear,20,TREE,45,3524412.8512582923,1,3524412.8512582923,1.0000002415320037
genetic,20,TREE,45,3524412.8512582923,1563,62923692.3663656,17.85367101416225
ikkbz,20,TREE,45,3524412.8512582923,0,3524412.8512582923,1.0000002415320037
milp,20,TREE,45,3524412.8512582923,4822,3532066.156719867,1.0021717542443582
minsel,20,TREE,45,3524412.8512582923,0,3840584.790315756,1.0897093728870961
simulated_annealing_quadratic,20,TREE,45,3524412.8512582923,28057.121992111206,3525465.826392468,1.0002990077188672
digital_annealing_legacy,20,TREE,46,43638649883.72376,3957.0,43746307315.21803,1.0024670202333636
digital_annealing_quadratic,20,TREE,46,43638649883.72376,37572.0,52611992167.838425,1.205628320511678
dpsizelinear,20,TREE,46,43638649883.72376,3,43638649883.72376,1.0000000000165854
genetic,20,TREE,46,43638649883.72376,3362,44396568379.2565,1.0173680555720346
ikkbz,20,TREE,46,43638649883.72376,0,43638649883.72376,1.0000000000165854
milp,20,TREE,46,43638649883.72376,7904,43699441253.48749,1.0013930625867316
minsel,20,TREE,46,43638649883.72376,0,43647947482.8447,1.0002130588336173
simulated_annealing_quadratic,20,TREE,46,43638649883.72376,24122.079133987427,53067177839.173775,1.216059112311052
digital_annealing_legacy,20,TREE,47,799050531.7302227,7726.0,802225051.6845737,1.0039728659970988
digital_annealing_quadratic,20,TREE,47,799050531.7302227,16901.0,874433362.0835414,1.0943405055862998
dpsizelinear,20,TREE,47,799050531.7302227,1,799050531.7302227,1.000000000913863
genetic,20,TREE,47,799050531.7302227,986,1326345821.9204097,1.6599023096330434
ikkbz,20,TREE,47,799050531.7302227,0,799050531.7302227,1.000000000913863
milp,20,TREE,47,799050531.7302227,1995,799050531.7302227,1.000000000913863
minsel,20,TREE,47,799050531.7302227,0,800273952.0996466,1.001531093531864
simulated_annealing_quadratic,20,TREE,47,799050531.7302227,9798.537492752075,921084418.6821594,1.152723617528213
digital_annealing_legacy,20,TREE,48,7440656.477379924,2456.4180583953857,8633889.760019142,1.1603667418597423
